,Sport,Code,1896,1900,1904,1908,1912,1920,1924,1928,1932,1936,1948,1952,1956,1960,1964,1968,1972,1976,1980,1984,1988,1992,1996,2000,2004,2008,2012,2016,2020,2024
0,Aquatics,SWA,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,2,2,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1,Aquatics,DIV,0,0,2,2,4,5,5,4,4,4,4,4.0,4,4.0,4,4,4,4.0,4.0,4,4,4,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
2,Aquatics,OWS,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0
3,Aquatics,SWM,4,7,9,6,9,10,11,11,11,11,11,11.0,13,15.0,18,29,29,26.0,26.0,29,31,31,32.0,32.0,32.0,32.0,32.0,32.0,35.0,35.0
4,Aquatics,WPO,0,1,1,1,1,1,1,1,1,1,1,1.0,1,1.0,1,1,1,1.0,1.0,1,1,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
5,Archery,ARC,0,7,6,3,0,10,0,0,0,0,0,0.0,0,0.0,0,0,2,2.0,2.0,2,4,4,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0
6,Athletics,ATH,12,23,25,26,30,29,27,27,29,29,33,33.0,33,34.0,36,36,38,37.0,38.0,41,42,43,44.0,46.0,46.0,47.0,47.0,47.0,48.0,48.0
7,Badminton,BDM,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
8,Baseball and Softball,BSB,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
9,Baseball and Softball,SBL,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
10,Basketball,BK3,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
11,Basketball,BKB,0,0,0,0,0,0,0,0,0,1,1,1.0,1,1.0,1,1,1,2.0,2.0,2,2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
12,Basque Pelota,PEL,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Boxing,BOX,0,0,7,5,0,8,8,8,8,8,8,10.0,10,10.0,10,11,11,11.0,11.0,12,12,12,12.0,12.0,11.0,11.0,13.0,13.0,13.0,13.0
14,Breaking,BKG,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
15,Canoeing,CSP,0,0,0,0,0,0,0,0,0,9,9,9.0,9,7.0,7,7,7,11.0,11.0,12,12,12,12.0,12.0,12.0,12.0,12.0,12.0,12.0,10.0
16,Canoeing,CSL,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,4,0.0,0.0,0,0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0
17,Cricket,CKT,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Croquet,CQT,0,3,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Cycling,BMF,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
20,Cycling,BMX,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0
21,Cycling,MTB,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
22,Cycling,CRD,1,0,0,0,2,2,2,2,2,2,2,2.0,2,2.0,2,2,2,2.0,2.0,3,3,3,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
23,Cycling,CTR,5,3,7,7,0,4,4,4,4,4,4,4.0,4,4.0,5,5,5,4.0,4.0,5,6,7,8.0,12.0,12.0,10.0,10.0,10.0,12.0,12.0
24,Equestrian,EDR,0,0,0,0,1,1,1,2,2,2,2,2.0,2,1.0,2,2,2,2.0,2.0,2,2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
25,Equestrian,EVE,0,0,0,0,2,2,2,2,2,2,2,2.0,2,2.0,2,2,2,2.0,2.0,2,2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
26,Equestrian,EJP,0,3,0,0,2,2,2,2,2,2,2,2.0,2,2.0,2,2,2,2.0,2.0,2,2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
27,Equestrian,EVL,0,0,0,0,0,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Equestrian,EDV,0,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Fencing,FEN,3,7,5,4,5,6,7,7,7,7,7,7.0,7,8.0,8,8,8,8.0,8.0,8,8,8,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0
30,Field hockey,HOC,0,0,0,1,0,1,0,1,1,1,1,1.0,1,1.0,1,1,1,1.0,2.0,2,2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
31,Flag football,AFB,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Football,FBL,0,1,1,1,1,1,1,1,0,1,1,1.0,1,1.0,1,1,1,1.0,1.0,1,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
33,Golf,GLF,0,2,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0
34,Gymnastics,GAR,8,1,11,2,4,4,9,8,11,9,9,15.0,15,14.0,14,14,14,14.0,14.0,14,14,14,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
35,Gymnastics,GRY,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,1,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
36,Gymnastics,GTR,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
37,Handball,HBL,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,1,2.0,2.0,2,2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
38,Handball,HBL,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
